"jobid","education","programming languages","databases","platforms","misc tools","web frameworks","environments","workflow management","testing software","visualization software"
3434416865,Bachelors,c,,,,,,,,
3434432603,Bachelors,processing,,,,,,,,
3434471620,unknown,,,gcp,,,,,,
3434474938,Bachelors,go java,mysql postgresql,,bi,,,,,
3434476934,unknown,html css vue python,,aws,react ansible,,,,,
3434478979,Bachelors,go,,,,,,,,
3434525651,unknown,scala python,sql,aws,etl spark machine_learning,,,,,
3434540999,Bachelors,processing java typescript,sql,docker kubernetes,hadoop spark,angular,,,jenkins,
3434562924,unknown,python,,,pandas machine_learning,,,,,
3434574167,unknown,,,,hadoop machine_learning,,,,,
3434575599,unknown,puppet java r,mysql oracle mongodb dynamodb,docker kubernetes,,spring,,,jenkins,
3434595698,Bachelors,lua c c++ javascript actionscript,,,,,,,,
3434613248,Bachelors,,sql,,,,,,,
3434631156,unknown,vue,,aws,react,angular,,,,
3434642989,unknown,,,,machine_learning,,,,,
3434690377,unknown,d c c++ shell r,,linux,machine_learning,,,,,
3434698617,unknown,r,sql,,etl,,,,,
3434700124,Bachelors,c javascript html asp,sql,,,jquery,visual_studio,,,
3434700505,Bachelors,autoit java groovy python,,,,,,jira,selenium,
3434700506,Bachelors,c,sql,windows,hadoop,,,,,
3435468346,unknown,c c++ java r matlab python,sql,,hadoop spark machine_learning,,,,,
3436639939,Bachelors,,,azure aws,,,,,,
3436646132,Bachelors,c javascript,sql,,,,,,,salesforce
3434700508,unknown,powershell nix python,,linux windows aws,ansible,,,,jenkins,
3434714263,unknown,d c vue,sql mongodb dynamodb,aws,react,angular,,,,
3434726325,Bachelors,format,sql,,,,,,,tableau
3434726332,Bachelors,processing crystal format,sql,,bi,,,,,
3434728892,unknown,r python,sql,,bi,,,,,tableau salesforce
3434737292,unknown,perl python,,,,,,,,
3434738165,unknown,d,,,,,,,,
3434758268,unknown,processing,,,machine_learning etl,,,,,
3434758270,unknown,processing,,,machine_learning etl,,,,,
3434768188,unknown,c apex,,,,,,,,salesforce
3434770520,Bachelors,powershell,sql mongodb,azure windows kubernetes,,,,,,
3434771469,unknown,r python,,,,,,,,
3434781339,Bachelors,css c javascript java html asp tsql apex,sql,,,,,,,salesforce
3434783066,unknown,css c javascript html asp,sql microsoft_sql_server,,,jquery,,,,
3434787442,unknown,javascript,sql,,react,ruby_on_rails angular,,,jenkins,
3434802395,unknown,matlab,,,,,,,,
3434802652,Bachelors,go,,azure,machine_learning,,,,,
3434803139,Bachelors,processing c r python,sql,,bi,,,,,tableau
3434810130,unknown,java,oracle,ibm linux docker kubernetes,,,,,,
3434810135,unknown,java,oracle,ibm linux docker kubernetes,,,,,,
3434816484,unknown,c c++ python,,,machine_learning,,,,,
3434816518,Bachelors,go,sql,,,,,,,
3434829506,Bachelors,ruby puppet java python,,azure linux kubernetes aws,chef ansible,,,,jenkins,
3434833506,unknown,r c matlab assembly,,,,,,,,
3434859305,unknown,rich ruby puppet perl python,,linux,chef,,,,jenkins,
3434877728,Bachelors,c,sql,,,,,,,
3434892957,Bachelors,,,windows linux,,,,jira,,
3434965409,unknown,c c++,,windows,,,,,,
3435012931,unknown,ruby,sql,,,,,,,
3435029664,Bachelors,,sql,,,,,,,
3435055523,unknown,reason d processing,,,,,,,,
3435057396,unknown,,sql,,,,,,,
3435075005,unknown,python c c++ java,,azure aws kubernetes,ansible,,,,jenkins,
3435075043,unknown,java,,,hadoop,,,,jenkins,
3435075416,unknown,javascript java,sql,,,,eclipse,,,salesforce
3435075419,Bachelors,c,sql microsoft_sql_server,,,,visual_studio,,,
3435170478,Masters,python,,,machine_learning etl,,,,,
3435176695,Bachelors,,oracle sql,,,,,,,salesforce
3436113789,unknown,r,,,,,,,,
3436121355,unknown,php javascript java shell asp,sql,linux windows,machine_learning,spring,,,,
3436123515,Bachelors,processing c crystal,sql oracle,,,,,,,
3435230010,unknown,scala r python,sql,aws,,,,,,tableau
3435230230,unknown,kotlin,firebase,android,,,,,,
3435401342,unknown,r d,,,machine_learning,,,,,
3435468348,unknown,ml python,,,machine_learning,,,,,
3435538791,Bachelors,r,,,,,,,,
3435538981,Bachelors,r,,,,,,,,
3435539028,Bachelors,r,,ibm,,,,,,
3435539033,unknown,r,,,,,,,,
3435634918,Bachelors,php css shell javascript java html assembly python,mysql sql,linux wordpress,react,jquery laravel drupal angular,,,,highcharts salesforce
3435727468,Bachelors,,,linux windows aws,,,,,,
3435805940,Bachelors,css javascript java html,,aws,react machine_learning,angular,,,,
3435939337,Bachelors,c javascript html asp,sql,,unity,jquery,,,,
3435970511,Bachelors,processing,,,,,,,,
3435980625,unknown,go d,,,,,,,,
3436137375,Bachelors,go,sql,,,,,,,
3436149347,unknown,r c,,,,,,,,
3436162469,unknown,processing,,,,,,asana,,
3436167500,Bachelors,reason format,,,,,,,,
3436169105,unknown,go ruby puppet c powershell python,,azure docker kubernetes aws,chef ansible,,,,jenkins,
3436170043,unknown,go javascript r python,sql,,bi,,,,,looker tableau
3436173343,unknown,java,,,spark hadoop,spring,,,,
3436173387,unknown,processing javascript java shell,sql,linux,,spring,,,jenkins,
3436173442,unknown,java,,,react,,,,,
3436865467,Bachelors,python matlab c++,,,,,,,,
3436173447,unknown,java,,,,,,,,
3436174014,Bachelors,python go java,,azure linux google_cloud windows docker aws kubernetes,chef ansible,,,,jenkins,
3436174662,unknown,python java shell,,,,,,,jenkins,
3436174691,unknown,c++ java python,sql,linux windows,unreal unity,,,,,
3436174697,Bachelors,nix java shell scala python,mysql postgresql,,hadoop spark,express,,,jenkins,
3436174700,Bachelors,,sql,aws,,,,,,
3436174742,unknown,ruby c java python,elasticsearch,linux windows aws,,,,,,
3436865472,Bachelors,processing vhdl c c++ java matlab python,,android linux docker,machine_learning,,,,,
3436865482,Bachelors,,elasticsearch,,,,,,,
3436174775,unknown,css python,,,react,,,,,
3436174778,unknown,processing python,sql cassandra,aws,spark etl,,,,,
3436174793,unknown,javascript java typescript,,,react,angular,,,,
3436174831,unknown,javascript java,,,react,express,,,jenkins selenium,
3436865496,Bachelors,php c c++ javascript java html,,linux,,spring,eclipse,jira,jenkins,
3436865505,unknown,processing c c++ matlab python,,ibm linux windows,,,,,,
3436174900,Bachelors,css javascript html,mysql sql,,,,,,,
3436174909,unknown,ruby puppet python,redis elasticsearch postgresql,azure linux google_cloud docker aws,ansible,,,,jenkins,
3436176857,Masters,c++,,windows linux,,,,,jenkins,
3436193514,Bachelors,processing java,oracle,linux windows,,,,,,
3436205504,unknown,rich dart css javascript kotlin java python,,docker google_cloud_platform kubernetes aws,react,,,,,
3436207984,unknown,r python,,,,,,,,
3436209225,Bachelors,go c gherkin,,,,,,jira,jenkins selenium,
3436865516,Bachelors,processing verilog c c++ vhdl perl shell python,,linux,,,,,,
3436866653,Bachelors,reason d assembly processing,,,,,,,,
3436868105,High School,format d,,,,,,,,
3436872991,unknown,go d,,,,,,,,
3436875004,unknown,go d,,,,,,,,
3436211473,unknown,java,,,react,,,,,
3436211475,Bachelors,,,,bi,,,,,
3436213774,unknown,css javascript xslt java html,mysql sql oracle,ibm linux,,spring jquery,eclipse,,,
3436230584,unknown,processing,,,,,,,,
3436230587,unknown,processing,microsoft_sql_server sql,,,,,,,
3436231318,Bachelors,processing perl shell python,sql,azure aws,etl,,,,,
3436252532,Bachelors,assembly,,,,,,,,
3436256843,Bachelors,rich,,,,,,,,
3436257298,unknown,,,,machine_learning,,,,,looker
3436258386,unknown,c javascript,sql,windows,,,,,,
3436264890,Bachelors,puppet java,,linux docker aws kubernetes,chef ansible,,,jira,jenkins,
3436283460,unknown,,oracle sql,,bi,,,,,
3436331774,Bachelors,processing c javascript asp tsql,sql,,,jquery,,,,
3436336856,Bachelors,go d c r python,sql,,,,,,,
3436362681,Bachelors,go php c++ c java,mysql sql cassandra,linux azure docker aws kubernetes,,,,,,
3436650935,Bachelors,powershell,oracle sql,windows,,,,,,
3436652494,unknown,shell,sql oracle,,,,,,,
3436675945,unknown,c,,,,,,,,
3436691210,unknown,d java python,sql,docker,,,,jira,jenkins selenium,
3436692281,Bachelors,,oracle,,,,,,,
3436764926,Bachelors,,mongodb,,,,,jira,,
3436766515,unknown,reason d c c++ shell r python,,linux windows,,,,,,
3436791560,unknown,,redis cassandra elasticsearch postgresql,aws,,,,,,
3437016354,unknown,puppet powershell shell python,sql mongodb microsoft_sql_server postgresql,azure linux windows docker kubernetes aws,chef,,,jira,jenkins,
3437016477,unknown,processing,,,,,,,,
3437022177,unknown,r,,,,,,,,
3437022520,unknown,r processing,,,,,,,,
3437023870,unknown,css shell javascript perl html typescript python,sql postgresql,linux windows aws,,angular,,,,
3436804022,unknown,javascript java,sql microsoft_sql_server,windows,,,visual_studio eclipse,,,
3436804023,Bachelors,,,,,,,,,salesforce
3436824365,Bachelors,c,sql,,,,,,,
3436830342,unknown,ruby c javascript,microsoft_sql_server,ios azure android,react,angular,,,,
3436862136,Bachelors,processing mathematica r python,sql dynamodb,aws,machine_learning etl,,,,,
3436863810,Bachelors,c c++,,windows linux,,,,,,
3436865426,Bachelors,javascript java,,linux,react,spring,,,,
3436878447,unknown,c,,android linux windows,,,visual_studio,,,
3436911764,unknown,javascript,postgresql,,,ruby_on_rails,,,,
3436924910,unknown,processing,,,,,,,,
3436957459,Bachelors,c,,,,,,,,
3436977629,unknown,,sql,aws,,,,,,tableau
3436982664,Bachelors,css c javascript xslt html,sql,windows,,,visual_studio,,,
3436982668,Bachelors,c,,,,,,,,
3437217361,unknown,php typescript python,sql mongodb,gcp linux docker google_cloud_platform kubernetes aws,ansible,,,,jenkins,
3461617236,unknown,d,,,,,,,,
3461617296,unknown,r d,,,,,,,,
3461617306,Bachelors,r processing,,gcp,,,,,,
3436988467,Bachelors,python processing,sql,,,,,,,
3436988658,Bachelors,go,,,,,,,,
3436997751,Bachelors,,sql,,,,,,,
3436999179,Bachelors,r c,sql,,,jquery,,,,
3437000842,Bachelors,css html,,,,,,,,
3437002174,unknown,processing,,docker kubernetes,,,,,,
3437003387,Bachelors,css javascript vue format,,linux,react,angular,,,,
3437006235,Bachelors,format,,,,,,,,
3437331461,Bachelors,go,,,,,,trello asana wrike jira,,
3437331602,Bachelors,shell r python,sql,,bi,,,,,looker tableau
3437363725,unknown,python go ruby,,docker aws kubernetes,bi,,,,jenkins,
3437047886,unknown,ml python,,docker,machine_learning,,,,,
3437047888,unknown,ml python,,docker,machine_learning,,,,,
3437047914,Bachelors,c shell python,mysql sql dynamodb,,,,,,,
3437048159,unknown,c javascript asp,sql,,,jquery angular,,,,
3437058201,unknown,go java python,mysql elasticsearch,linux docker kubernetes aws,react,spring,,,jenkins,
3437080647,unknown,vue css javascript,,,react,,,,,
3437393835,Bachelors,,,windows linux,,,,,,
3437395679,unknown,,sql,,,,,,,
3437430864,unknown,,,android,,,,,,
3437435293,unknown,go r matlab,mysql,,hadoop,,,,,
3437086229,unknown,css javascript html python,oracle sql mongodb redis postgresql,azure aws,react,,,,jenkins,
3437096344,unknown,css javascript html python,oracle sql mongodb redis postgresql,azure aws,react,,,,jenkins,
3437113289,unknown,css javascript html python,oracle sql mongodb redis postgresql,azure aws,react,,,,jenkins,
3437117739,unknown,processing,,,,,,,,
3437798408,unknown,css c javascript html,redis,azure aws,react,angular,,,selenium,
3437120781,Bachelors,processing,,,,,,,,
3437132183,unknown,processing,,,,,,,,
3437173005,Bachelors,go,,,,,,,,
3437174277,unknown,,,,machine_learning,,,,,
3437183864,unknown,,,slack kubernetes,,,,,,
3437216319,unknown,ml processing python,sql,,pytorch etl machine_learning,,,,,
3437220870,Bachelors,processing powershell shell,sql oracle microsoft_sql_server,,,,,,,
3437269592,Bachelors,ruby php javascript java python,,aws,react,jquery angular,,,,
3437270451,Bachelors,css html format typescript,,ios android,unity,,,,,
3437271663,unknown,rich python,,aws,,,,,,
3437272073,unknown,css javascript java html,,aws,machine_learning,,,,,
3437272461,unknown,javascript css html,,,,jquery,,,,
3437286848,Bachelors,python go,dynamodb elasticsearch,azure linux docker aws kubernetes,chef ansible machine_learning,ruby_on_rails,,,jenkins,
3437446423,Bachelors,ruby php c javascript java html python,sql,,react,spring jquery angular,,,,
3437454279,unknown,go python,,,,,,,,
3437464923,unknown,,mysql mongodb,aws,react,express,,,,
3437484399,Bachelors,processing,,,,,,,,
3437484404,Bachelors,processing,,,,,,,,
3437484941,unknown,powershell,,windows,,,,,,
3437568649,unknown,jupyter r python,sql elasticsearch,windows aws,,,,,,
3437798409,unknown,css c javascript,redis,azure aws,react,,,,selenium,
3437587011,unknown,c++,,,,,,,,
3437601961,unknown,,sql,,,,,,,
3437610668,Bachelors,ruby php puppet c c++ javascript java shell python,,linux windows docker,chef ansible,django,,,jenkins selenium,
3437633294,Bachelors,,sql,,,,,,,
3437638011,unknown,,,windows linux,,,,,,
3437638014,Masters,c++,,,,,,,jenkins,
3437640281,unknown,,sql,,,,,,,
3437643511,Bachelors,tsql,sql,,bi,,,,,tableau
3437644047,Masters,r matlab assembly d,,,,,,,,
3437658331,Bachelors,,sql,,,,,,,
3437667429,unknown,go,,android ios,,,,,,
3437800151,Bachelors,ruby c java python,,aws,,,,,,
3437693070,Bachelors,java,sql,azure linux windows docker kubernetes,chef,,,,,
3437715796,unknown,processing,sql,,bi,,,,,
3437733924,unknown,,,,machine_learning,,,,,
3437744950,High School,processing,,,,,,,,
3437747215,Bachelors,,mysql sql oracle,azure,,,,,,
3437800435,Bachelors,go d,,,bi,,,,,
3437761631,unknown,,,,,,,,,salesforce
3437776690,Bachelors,r javascript html,,,,,,,,tableau
3437789967,Bachelors,java gherkin,sql,,,,intellij eclipse,,selenium,
3437797406,unknown,css c javascript,redis,azure aws,react,,,,selenium,
3437797434,unknown,java apex,,,,,,,,
3437797501,unknown,c,redis,azure aws,,,,,,
3437797504,unknown,c,redis,azure aws,,,,,,
3437797829,unknown,processing,,azure,,,,,,salesforce
3437797872,unknown,css c javascript vue,sql,azure,react,angular,,,,
3437797897,unknown,python,sql,,machine_learning,,,,,
3437798006,unknown,python,,azure,,,,,,
3437798041,unknown,powershell python,sql,azure,bi machine_learning,,,,,tableau
3437798108,unknown,css c javascript vue,,azure,react,angular,,,,
3437798306,unknown,c,sql,azure docker,,,,,jenkins,
3437798364,unknown,c javascript,sql,azure,,,,,,
3437818814,unknown,,,,bi,,,,,tableau
3437825375,Bachelors,processing,,,,,,,,
3437827201,unknown,css c javascript java html python,,,hadoop spark,,,,,
3437827228,unknown,,sql,,,,,,,tableau
3438153306,Bachelors,c d,,,,,,,,
3438164818,Bachelors,,sql,,,,,,,
3438172269,Bachelors,,,,bi,,,,,
3437827234,Bachelors,css c javascript html asp,sql,,,angular,,,,
3437830919,Bachelors,processing,elasticsearch sql,,machine_learning,,,,,
3437836189,unknown,puppet c c++ swift,,ios google_cloud docker,,,,,,
3437841648,Bachelors,r python,,,,,,,,
3437845814,Bachelors,processing,,,,,,,,
3437856120,unknown,processing c javascript asp typescript,oracle microsoft_sql_server,aws,,,,jira,,
3437871777,Bachelors,r go,,,,,eclipse,,,
3437873538,Bachelors,puppet,,google_cloud aws docker,,,,,,
3437875169,unknown,puppet,,google_cloud docker,bi,,,,,
3437876561,unknown,puppet,,google_cloud docker,,,,,,
3437880446,High School,format processing,,,,,,,,
3437882602,Bachelors,puppet processing,,google_cloud docker,,,,,,tableau
3437883770,unknown,puppet processing python,sql,google_cloud docker,etl machine_learning,,,,,
3437894488,unknown,ml puppet text c c++ jupyter java r scala python,sql,google_cloud docker,bi hadoop machine_learning,,,,,
3437896182,Bachelors,puppet java,,google_cloud docker aws,,spring,,,,
3437897008,unknown,puppet,,azure linux google_cloud docker google_cloud_platform aws kubernetes,chef ansible,,,,jenkins,
3437897188,unknown,puppet,,google_cloud docker,,,,,jenkins selenium,
3437897335,unknown,puppet,,azure google_cloud docker google_cloud_platform aws,,,,,,
3437900672,unknown,puppet java,sql,google_cloud docker aws,,,,,,
3437903742,unknown,format puppet,,google_cloud docker,,,,,,
3437912889,unknown,r,,windows,,,,,,
3437933991,Bachelors,,sql,,,,,,,
3437938868,unknown,r,,,,,,,,
3437941009,unknown,scheme d,,,,,,,,
3437945963,unknown,css javascript html python,sql redis elasticsearch,azure kubernetes docker aws,react,,,jira,,
3437946049,Bachelors,r python,,,,,,,,
3437946710,unknown,processing javascript shell,sql,docker kubernetes,react,,,,jenkins,
3437948667,Bachelors,,,windows,,,,,,
3437949820,Bachelors,processing,,,,,,,,
3437968086,Bachelors,r c d,,,,,,,,
3437980097,Bachelors,python go d,,slack linux docker aws kubernetes,,,,jira,jenkins,
3437982163,unknown,go,,,,,,,,
3437983151,Bachelors,javascript r python,mysql,azure aws,etl,jquery angular,,jira,,
3437984754,Bachelors,,,windows,,,,,,
3437984759,unknown,javascript java,mysql mongodb cassandra,docker google_cloud_platform,etl,spring angular,,,,
3437984830,Bachelors,ruby c javascript java python,,,machine_learning,,,,,
3437985364,unknown,matlab,,,torch,,,,,
3437985502,Bachelors,javascript java,mysql microsoft_sql_server,linux,,,netbeans,,selenium,
3437985858,Bachelors,go,,,,,,,,
3438022828,unknown,go,,android ios,,,,,,
3438024294,unknown,d,,,,,,,,
3438030387,Bachelors,processing,,,,,,,,
3438035034,unknown,verilog matlab assembly python,,,,,,,,
3438038339,Bachelors,java shell python,,linux docker,,,,,jenkins selenium,
3438045075,unknown,lua ruby d powershell c c++ java groovy python,,linux windows,,,xcode pycharm intellij visual_studio,jira,jenkins,
3438045958,Bachelors,,,,,,,jira,,
3438055910,Bachelors,,sql,,,,,,,
3438093415,unknown,r,,,,,,,,
3438102891,unknown,powershell java python,mysql,windows,,,,jira,jenkins selenium,
3438110795,unknown,perl python,sql,,bi,,,,,looker
3438114948,unknown,d processing c r,sql,linux windows,,,,,,
3438117077,unknown,powershell javascript groovy shell python,sql,aws,bi hadoop spark,,,,jenkins,qlik
3438117455,High School,javascript java typescript,,,react,spring jquery angular,,,jenkins selenium,
3438124582,unknown,text,,ios android,,,,,,
3438190523,Bachelors,,sql,,,,,,,
3438197620,unknown,css c powershell java perl html python,sql,windows,,,,,,
3438215634,unknown,c,,linux,,,,,,
3438410980,Bachelors,r python,sql,,bi,,,,,
3438457494,unknown,java r python,mysql sql oracle postgresql,,etl,,,,,tableau
3438457529,unknown,,,wordpress,,,,jira,selenium,
